outcome,outcome_descr,brand,brand_descr,recent_postestperiod,model,model_descr,model_descr_wrap,term,term_left,term_right,term_midpoint,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,ve,ve.ll,ve.ul,HR,HR_CI,VE,VE_CI,HR_ECI,VE_ECI
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-1.076077981917143,0.05655355688390319,-19.027591564685945,1.0077925647309113e-80,-1.1869209166072305,-0.9652350472270557,0.34093004072285904,0.305159430313464,0.3808936612179865,0.659069959277141,0.6191063387820135,0.6948405696865361,0.34,(0.31-0.38),65.9,(61.9-69.5),0.34 (0.31-0.38),65.9 (61.9-69.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-0.9631766999017658,0.07090212900756351,-13.584594896988474,4.9425903148808557e-42,-1.102142319183803,-0.8242110806197287,0.38167848010460953,0.33215873090571335,0.43858086095685717,0.6183215198953904,0.5614191390431429,0.6678412690942866,0.38,(0.33-0.44),61.8,(56.1-66.8),0.38 (0.33-0.44),61.8 (56.1-66.8)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.2305866433119221,0.06668282553593705,-18.45432663390558,4.813266878277135e-76,-1.3612825797497266,-1.0998907068741177,0.2921211564815047,0.256331800053139,0.33290746620747563,0.7078788435184953,0.6670925337925244,0.7436681999468611,0.29,(0.26-0.33),70.8,(66.7-74.4),0.29 (0.26-0.33),70.8 (66.7-74.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.5458830075975818,0.08369920714441281,-18.469505988633184,3.633944213438408e-76,-1.7099304391351884,-1.3818355760599752,0.21312359835539027,0.18087837423566042,0.25111718505812824,0.7868764016446097,0.7488828149418718,0.8191216257643396,0.21,(0.18-0.25),78.7,(74.9-81.9),0.21 (0.18-0.25),78.7 (74.9-81.9)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.708651571741834,0.10071617769406996,-16.9650160566254,1.4905892861584956e-64,-1.9060516526827476,-1.5112514908009205,0.18110984166716163,0.148666215158871,0.22063368407981643,0.8188901583328384,0.7793663159201836,0.851333784841129,0.18,(0.15-0.22),81.9,(77.9-85.1),0.18 (0.15-0.22),81.9 (77.9-85.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.7658597822318693,0.08160110842485942,-21.64014455585395,7.526693724596132e-104,-1.9257950158431418,-1.6059245486205969,0.17103966638227838,0.14575982940658194,0.20070390858209985,0.8289603336177216,0.7992960914179001,0.8542401705934181,0.17,(0.15-0.20),82.9,(79.9-85.4),0.17 (0.15-0.20),82.9 (79.9-85.4)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-1.1115865026512015,0.06786862551802604,-16.378503235725056,2.7236332329994676e-60,-1.2446065643467685,-0.9785664409556345,0.32903652943888373,0.28805421663839453,0.37584951530528937,0.6709634705611163,0.6241504846947106,0.7119457833616054,0.33,(0.29-0.38),67.1,(62.4-71.2),0.33 (0.29-0.38),67.1 (62.4-71.2)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-1.089568465469211,0.056868848634359544,-19.159319937610018,8.092363687519972e-82,-1.2010293606348155,-0.9781075703036065,0.33636161404355475,0.3008843339624687,0.37602202119335965,0.6636383859564452,0.6239779788066404,0.6991156660375313,0.34,(0.30-0.38),66.4,(62.4-69.9),0.34 (0.30-0.38),66.4 (62.4-69.9)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-0.9240610890337142,0.07873162402350549,-11.736847810453318,8.25045210958696e-32,-1.0783722365641335,-0.769749941503295,0.3969039016094438,0.34014875696727276,0.4631288631401818,0.6030960983905562,0.5368711368598182,0.6598512430327272,0.40,(0.34-0.46),60.3,(53.7-66.0),0.40 (0.34-0.46),60.3 (53.7-66.0)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-1.141938063884333,0.06831324516292693,-16.716202855841697,9.988404180577163e-63,-1.275829564070725,-1.0080465636979412,0.3191997923675379,0.27919925845226073,0.36493115351486816,0.6808002076324621,0.6350688464851318,0.7208007415477393,0.32,(0.28-0.36),68.1,(63.5-72.1),0.32 (0.28-0.36),68.1 (63.5-72.1)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.462774213803626,0.09180777235934741,-15.933010639645408,3.739121615212631e-57,-1.6427141411287987,-1.2828342864784532,0.23159289450049256,0.19345426691699052,0.27725037879950554,0.7684071054995074,0.7227496212004945,0.8065457330830095,0.23,(0.19-0.28),76.8,(72.3-80.7),0.23 (0.19-0.28),76.8 (72.3-80.7)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.6247852137627836,0.10359895588984884,-15.683413020979959,1.964107769336708e-55,-1.827835436142841,-1.4217349913827262,0.19695397366437606,0.16076116925325573,0.24129500875350313,0.8030460263356239,0.7587049912464969,0.8392388307467442,0.20,(0.16-0.24),80.3,(75.9-83.9),0.20 (0.16-0.24),80.3 (75.9-83.9)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-1.664957361483359,0.08472819061187004,-19.650571426815127,5.716566606355267e-86,-1.831021563557869,-1.498893159408849,0.18919872496298154,0.16024977879481672,0.22337726639517683,0.8108012750370185,0.7766227336048231,0.8397502212051833,0.19,(0.16-0.22),81.1,(77.7-84.0),0.19 (0.16-0.22),81.1 (77.7-84.0)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-1.0843720744924417,0.0691610135299066,-15.678950020354135,2.1070851423897077e-55,-1.219925170145346,-0.9488189788395374,0.3381140296747937,0.29525225978108693,0.3871980426083444,0.6618859703252062,0.6128019573916557,0.7047477402189131,0.34,(0.30-0.39),66.2,(61.3-70.5),0.34 (0.30-0.39),66.2 (61.3-70.5)
covidadmitted,"COVID-19
hospitalisation",az,ChAdOx1,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-0.9881247124454144,0.06315906779987164,-15.645017364354175,3.5927125268502705e-55,-1.1119142106302862,-0.8643352142605426,0.3722741579374078,0.3289287192088774,0.4213315547554831,0.6277258420625922,0.5786684452445169,0.6710712807911225,0.37,(0.33-0.42),62.8,(57.9-67.1),0.37 (0.33-0.42),62.8 (57.9-67.1)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-2.673008565609479,0.11851677455646963,-22.553841644887765,1.2312019154717187e-112,-2.9052971753040127,-2.4407199559149455,0.06904418854894162,0.05473252303027888,0.087098122075325607,0.9309558114510583,0.9129018779246744,0.9452674769697211,0.07,(0.05-0.09),93.1,(91.3-94.5),0.07 (0.05-0.09),93.1 (91.3-94.5)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-2.035873895881745,0.047070449463042126,-43.25163492395018,0,-2.12813028156542,-1.9436175101980695,0.13056633125395875,0.11905969397946006,0.14318503842332653,0.8694336687460412,0.8568149615766735,0.88094030602054,0.13,(0.12-0.14),86.9,(85.7-88.1),0.13 (0.12-0.14),86.9 (85.7-88.1)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-1.851805331016674,0.04546599719853002,-40.729455969714124,0,-1.9409170480469917,-1.7626936139863563,0.15695355726144564,0.1435722267586143,0.17158206495215367,0.8430464427385543,0.8284179350478463,0.8564277732413856,0.16,(0.14-0.17),84.3,(82.8-85.6),0.16 (0.14-0.17),84.3 (82.8-85.6)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-1.9551801639840756,0.04862994696295892,-40.20527033421036,0,-2.050493108601568,-1.859867219366583,0.14153897417139627,0.12867143894828884,0.15569330205083245,0.8584610258286037,0.8443066979491676,0.8713285610517112,0.14,(0.13-0.16),85.8,(84.4-87.1),0.14 (0.13-0.16),85.8 (84.4-87.1)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.5491536785079725,0.03335515236509933,-46.44420932488099,0,-1.6145285758424133,-1.4837787811735317,0.21242767988245417,0.19898445441186194,0.2267791185679296,0.7875723201175459,0.7732208814320705,0.801015545588138,0.21,(0.20-0.23),78.8,(77.3-80.1),0.21 (0.20-0.23),78.8 (77.3-80.1)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-2.3664611288317325,0.08201260667130807,-28.854845917970728,4.4049934540501635e-183,-2.527202884185746,-2.205719373477719,0.09381212857422544,0.07988214770242398,0.11017124252106145,0.9061878714257745,0.8898287574789385,0.920117852297576,0.09,(0.08-0.11),90.6,(89.0-92.0),0.09 (0.08-0.11),90.6 (89.0-92.0)
death,Any death,pfizer,BNT162b2,0,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-2.2206487741266043,0.05369132524575149,-41.35954484197279,0,-2.3258818378905035,-2.115415710362705,0.10853866889751072,0.09769725291421238,0.12058315146678691,0.8914613311024893,0.8794168485332131,0.9023027470857876,0.11,(0.10-0.12),89.1,(87.9-90.2),0.11 (0.10-0.12),89.1 (87.9-90.2)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-2.5799540629033166,0.11859708479471669,-21.75394165353253,6.339232101275116e-105,-2.8124000777724043,-2.347508048034229,0.07577748494054538,0.06006066899131801,0.09560711394581106,0.9242225150594546,0.904392886054189,0.939939331008682,0.08,(0.06-0.10),92.4,(90.4-94.0),0.08 (0.06-0.10),92.4 (90.4-94.0)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-1.9300765033052427,0.047537068149677224,-40.601504855708015,0,-2.023247444809236,-1.8369055618012493,0.14513709459143734,0.13222537250755256,0.1593096379837435,0.8548629054085627,0.8406903620162565,0.8677746274924474,0.15,(0.13-0.16),85.5,(84.1-86.8),0.15 (0.13-0.16),85.5 (84.1-86.8)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-1.7550979514174148,0.046301285847592334,-37.90603045441512,0,-1.8458468041165899,-1.6643490987182397,0.1728903066117031,0.15789156103958185,0.18931384250989397,0.8271096933882969,0.8106861574901061,0.8421084389604181,0.17,(0.16-0.19),82.7,(81.1-84.2),0.17 (0.16-0.19),82.7 (81.1-84.2)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-1.8898799613219226,0.04960470882008375,-38.098801631444225,0,-1.987103404072883,-1.7926565185709622,0.15108994438506018,0.13709195086784035,0.1665172254809288,0.8489100556149398,0.8334827745190712,0.8629080491321597,0.15,(0.14-0.17),84.9,(83.3-86.3),0.15 (0.14-0.17),84.9 (83.3-86.3)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.570459140170152,0.03542858699034014,-44.32745626006335,0,-1.639897894694363,-1.501020385645941,0.2079496823822088,0.19399984969360073,0.2229025974564347,0.7920503176177912,0.7770974025435653,0.8060001503063993,0.21,(0.19-0.22),79.2,(77.7-80.6),0.21 (0.19-0.22),79.2 (77.7-80.6)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-2.274986314889369,0.08221529118434234,-27.671085051422082,1.556345625421695e-168,-2.4361253245891534,-2.1138473051895845,0.10279831523197691,0.08749922659349187,0.12077242309383909,0.8972016847680231,0.8792275769061609,0.9125007734065081,0.10,(0.09-0.12),89.7,(87.9-91.3),0.10 (0.09-0.12),89.7 (87.9-91.3)
death,Any death,pfizer,BNT162b2,0,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-2.1167216371978004,0.054059966918155025,-39.155067194222404,0,-2.222677225362811,-2.0107660490327897,0.12042578147264077,0.10831872664688921,0.13388607207849523,0.8795742185273592,0.8661139279215048,0.8916812733531108,0.12,(0.11-0.13),88.0,(86.6-89.2),0.12 (0.11-0.13),88.0 (86.6-89.2)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-2.210267640316653,0.1616317126826166,-13.674715212953169,1.4376904522969674e-42,-2.5270599759341072,-1.8934753046991988,0.10967129212785735,0.07989356433623544,0.15054769951650115,0.8903287078721427,0.8494523004834988,0.9201064356637646,0.11,(0.08-0.15),89.0,(84.9-92.0),0.11 (0.08-0.15),89.0 (84.9-92.0)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-1.3870813899815333,0.05710542687831993,-24.28983488622057,2.51050916549312e-130,-1.499005969984826,-1.2751568099782407,0.2498033201910846,0.223352068498416,0.2793871540926968,0.7501966798089155,0.7206128459073031,0.776647931501584,0.25,(0.22-0.28),75.0,(72.1-77.7),0.25 (0.22-0.28),75.0 (72.1-77.7)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.12577450241754,0.04808800720040379,-23.41071231598233,3.3243336767749406e-121,-1.2200252646186343,-1.0315237402164459,0.32440112058442666,0.2952227081406596,0.35646338894192287,0.6755988794155734,0.6435366110580771,0.7047772918593405,0.32,(0.30-0.36),67.6,(64.4-70.5),0.32 (0.30-0.36),67.6 (64.4-70.5)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-1.24102456462946,0.05176147201143467,-23.975836010909894,4.969805206382607e-127,-1.3424751855586499,-1.13957394370027,0.2890878769412019,0.2611983534059304,0.31995531175685443,0.710912123058798,0.6800446882431456,0.7388016465940697,0.29,(0.26-0.32),71.1,(68.0-73.9),0.29 (0.26-0.32),71.1 (68.0-73.9)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,35,42,38.5,-0.960041503631815,0.04050309599844039,-23.702916529363144,3.364448399752955e-124,-1.0394261130511264,-0.8806568942125035,0.38287699485951976,0.3536575832033939,0.41451053265934856,0.6171230051404802,0.5854894673406514,0.6463424167966061,0.38,(0.35-0.41),61.7,(58.5-64.6),0.38 (0.35-0.41),61.7 (58.5-64.6)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,3,7,5,-1.7609227862437091,0.1250155568719882,-14.085629263299094,4.6549383719633277e-45,-2.0059487752200247,-1.5158967972673936,0.1718861764179517,0.1345325939335419,0.21961114983167687,0.8281138235820483,0.7803888501683232,0.8654674060664581,0.17,(0.13-0.22),82.8,(78.0-86.5),0.17 (0.13-0.22),82.8 (78.0-86.5)
death,Any death,pfizer,BNT162b2,0,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,7,14,10.5,-1.499754051035991,0.09014776829189013,-16.636618736693805,3.7839020130685665e-62,-1.6764404301747575,-1.3230676718972245,0.22318504552938212,0.187038569352152,0.2663170741761197,0.7768149544706179,0.7336829258238803,0.812961430647848,0.22,(0.19-0.27),77.7,(73.4-81.3),0.22 (0.19-0.27),77.7 (73.4-81.3)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,0,3,1.5,-2.732468987669885,0.12014934049823528,-22.74227204526369,1.7113640993185724e-114,-2.967957367812666,-2.496980607527104,0.06505846266773752,0.05140821122541709,0.08233322000117997,0.9349415373322625,0.9176667799988201,0.948591788774583,0.07,(0.05-0.08),93.5,(91.8-94.9),0.07 (0.05-0.08),93.5 (91.8-94.9)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,14,21,17.5,-2.445967395381638,0.053740546756828614,-45.51437495508618,0,-2.551296931534513,-2.3406378592287633,0.08664227700776944,0.07798046506577642,0.09626621434944002,0.9133577229922305,0.90373378565056,0.9220195349342236,0.09,(0.08-0.10),91.3,(90.4-92.2),0.09 (0.08-0.10),91.3 (90.4-92.2)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,21,28,24.5,-2.2721917534549023,0.0507093956044143,-44.808101661876364,0,-2.371580342517348,-2.1728031643924566,0.10308599321893612,0.09333311138353782,0.11385800645031206,0.8969140067810639,0.8861419935496879,0.9066668886164622,0.10,(0.09-0.11),89.7,(88.6-90.7),0.10 (0.09-0.11),89.7 (88.6-90.7)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,28,35,31.5,-2.3787470203535026,0.054300279471364864,-43.8072703034232,0,-2.4851736124678374,-2.272320428239168,0.09266661418084746,0.08331108941262735,0.10307272950436898,0.9073333858191526,0.896927270495631,0.9166889105873727,0.09,(0.08-0.10),90.7,(89.7-91.7),0.09 (0.08-0.10),90.7 (89.7-91.7)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,35,42,38.5,-1.819748818358927,0.03273185571792348,-55.59565073368142,0,-1.8839020767132184,-1.7555955600046356,0.1620664539396063,0.15199584763296026,0.17280429631199254,0.8379335460603937,0.8271957036880074,0.8480041523670397,0.16,(0.15-0.17),83.8,(82.7-84.8),0.16 (0.15-0.17),83.8 (82.7-84.8)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,3,7,5,-2.4873957529948,0.08527813383602229,-29.168036882440557,4.934186426305752e-187,-2.6545378239821904,-2.32025368200741,0.08312616600349362,0.07033133661184669,0.0982486585257994,0.9168738339965063,0.9017513414742006,0.9296686633881533,0.08,(0.07-0.10),91.7,(90.2-93.0),0.08 (0.07-0.10),91.7 (90.2-93.0)
death,Any death,pfizer,BNT162b2,Inf,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,7,14,10.5,-2.5665314207777024,0.06104839618642574,-42.040931148136806,0,-2.6861840786170292,-2.4468787629383755,0.07680147596048456,0.06814046254490397,0.08656335001867431,0.9231985240395154,0.9134366499813257,0.931859537455096,0.08,(0.07-0.09),92.3,(91.3-93.2),0.08 (0.07-0.09),92.3 (91.3-93.2)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,0,3,1.5,-2.648958769845068,0.12022803455357066,-22.03278777434191,1.3970514064619713e-107,-2.8846013875021037,-2.4133161521880324,0.07072481554586454,0.05587705839168838,0.08951794668454847,0.9292751844541355,0.9104820533154515,0.9441229416083117,0.07,(0.06-0.09),92.9,(91.0-94.4),0.07 (0.06-0.09),92.9 (91.0-94.4)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,14,21,17.5,-2.3488517452427304,0.054146495544595316,-43.37957095133155,0,-2.454976926399196,-2.242726564086265,0.09547873320542662,0.08586517663711879,0.10616863379946959,0.9045212667945733,0.8938313662005304,0.9141348233628812,0.10,(0.09-0.11),90.5,(89.4-91.4),0.10 (0.09-0.11),90.5 (89.4-91.4)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,21,28,24.5,-2.1832750217985737,0.05148823532919589,-42.40337637985758,0,-2.2841901086713206,-2.082359934925827,0.11267192273079943,0.10185652142370392,0.1246357326404913,0.8873280772692006,0.8753642673595087,0.8981434785762961,0.11,(0.10-0.12),88.7,(87.5-89.8),0.11 (0.10-0.12),88.7 (87.5-89.8)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,28,35,31.5,-2.3226277615381417,0.05526161005083184,-42.02967954429297,0,-2.430938526965469,-2.2143169961108145,0.09801568505487049,0.08795424640178032,0.10922809198875817,0.9019843149451295,0.8907719080112418,0.9120457535982197,0.10,(0.09-0.11),90.2,(89.1-91.2),0.10 (0.09-0.11),90.2 (89.1-91.2)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,35,42,38.5,-1.8403267369786622,0.03467843527165724,-53.068332598119426,0,-1.908295221151314,-1.7723582528060107,0.1587655430574726,0.14833304620962728,0.1699317738456732,0.8412344569425274,0.8300682261543268,0.8516669537903727,0.16,(0.15-0.17),84.1,(83.0-85.2),0.16 (0.15-0.17),84.1 (83.0-85.2)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,3,7,5,-2.404781776317513,0.08546821636750267,-28.136562087329068,3.49950914475376e-174,-2.572296402220695,-2.2372671504143313,0.09028519582808665,0.076359990676742,0.10674983736212981,0.9097148041719133,0.8932501626378702,0.923640009323258,0.09,(0.08-0.11),91.0,(89.3-92.4),0.09 (0.08-0.11),91.0 (89.3-92.4)
death,Any death,pfizer,BNT162b2,Inf,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,7,14,10.5,-2.471991481481128,0.061384762120610094,-40.27044165495186,0,-2.5923034044370823,-2.3516795585251735,0.08441657744170135,0.0748474374552707,0.0952091185650731,0.9155834225582986,0.9047908814349269,0.9251525625447293,0.08,(0.07-0.10),91.6,(90.5-92.5),0.08 (0.07-0.10),91.6 (90.5-92.5)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,0,3,1.5,-2.515490735912082,0.12278011742906396,-20.487769425415344,2.7678693432806375e-93,-2.756135344090646,-2.274846127733518,0.08082323960690918,0.06353684252487903,0.10281272724558153,0.9191767603930908,0.8971872727544185,0.936463157475121,0.08,(0.06-0.10),91.9,(89.7-93.6),0.08 (0.06-0.10),91.9 (89.7-93.6)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,14,21,17.5,-2.1654185804881916,0.05514861563199325,-39.265148466065426,0,-2.273507880924141,-2.057329280052242,0.11470191256487912,0.1029504081547522,0.12779481870790296,0.8852980874351208,0.872205181292097,0.8970495918452478,0.11,(0.10-0.13),88.5,(87.2-89.7),0.11 (0.10-0.13),88.5 (87.2-89.7)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,21,28,24.5,-1.9674837567595622,0.05250829327614774,-37.46996205746618,2.8421287023301982e-307,-2.0703981204704784,-1.864569393048646,0.1398082054415128,0.12613555456114914,0.15496292363229272,0.8601917945584872,0.8450370763677073,0.8738644454388509,0.14,(0.13-0.15),86.0,(84.5-87.4),0.14 (0.13-0.15),86.0 (84.5-87.4)
death,Any death,pfizer,BNT162b2,Inf,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,28,35,31.5,-2.0972737556532697,0.05624656299321121,-37.28714509909529,2.6514734408019245e-304,-2.207514993374127,-1.9870325179324122,0.12279072988513928,0.10997359434957885,0.13710166913156802,0.8772092701148607,0.8628983308684319,0.8900264056504211,0.12,(0.11-0.14),87.7,(86.3-89.0),0.12 (0.11-0.14),87.7 (86.3-89.0)
